function_one_type,function_one_name,function_one_startline,function_one_endline,function_two_type,function_two_name,function_two_startline,function_two_endline,syntactic_type,similarity_line,similarity_token
default,44695.java,27,46,default,27359.java,27,46,1,1,1
default,102678.java,27,46,default,44695.java,27,46,1,1,1
default,44695.java,27,46,default,31361.java,27,46,1,1,1
default,12233.java,27,46,default,44695.java,27,46,1,1,1
default,44695.java,27,46,default,37992.java,27,46,1,1,1
default,44695.java,27,46,default,67750.java,27,46,1,1,1
default,12772.java,27,46,default,44695.java,27,46,1,1,1
default,76107.java,27,46,default,44695.java,27,46,1,1,1
default,74387.java,27,46,default,44695.java,27,46,1,1,1
default,44695.java,27,46,default,45930.java,27,46,1,1,1
default,22724.java,27,46,default,44695.java,27,46,1,1,1
default,14424.java,27,46,default,44695.java,27,46,1,1,1
default,98925.java,27,46,default,44695.java,27,46,1,1,1
default,44695.java,27,46,default,111788.java,27,46,1,1,1
default,44695.java,27,46,default,32324.java,27,46,1,1,1
default,76005.java,27,46,default,44695.java,27,46,1,1,1
default,123302.java,27,46,default,44695.java,27,46,1,1,1
default,91191.java,27,46,default,44695.java,27,46,1,1,1
default,111151.java,27,46,default,44695.java,27,46,1,1,1
default,44695.java,27,46,default,65102.java,27,46,1,1,1
default,134599.java,27,46,default,44695.java,27,46,1,1,1
default,44695.java,27,46,default,25927.java,27,46,1,1,1
default,6564.java,27,46,default,44695.java,27,46,1,1,1
default,73183.java,27,46,default,44695.java,27,46,1,1,1
default,57225.java,27,46,default,44695.java,27,46,1,1,1
default,96545.java,27,46,default,44695.java,27,46,1,1,1
default,6000.java,27,46,default,44695.java,27,46,1,1,1
default,44695.java,27,46,default,44639.java,27,46,1,1,1
default,34342.java,27,46,default,44695.java,27,46,1,1,1
default,6930.java,27,46,default,44695.java,27,46,1,1,1
default,119518.java,27,46,default,44695.java,27,46,1,1,1
default,82382.java,27,46,default,44695.java,27,46,1,1,1
default,3658.java,27,46,default,44695.java,27,46,1,1,1
default,43033.java,27,46,default,44695.java,27,46,1,1,1
default,10551.java,27,46,default,44695.java,27,46,1,1,1
default,75240.java,27,46,default,44695.java,27,46,1,1,1
default,44695.java,27,46,default,28711.java,27,46,1,1,1
default,41145.java,27,46,default,44695.java,27,46,1,1,1
default,44695.java,27,46,default,78262.java,27,46,1,1,1
default,44695.java,27,46,default,109550.java,27,46,1,1,1
default,4689.java,27,46,default,44695.java,27,46,1,1,1
default,44695.java,27,46,default,113632.java,27,46,1,1,1
default,44695.java,27,46,default,95390.java,27,46,1,1,1
default,44695.java,27,46,default,6039.java,27,46,1,1,1
default,80183.java,27,46,default,44695.java,27,46,1,1,1
default,44695.java,27,46,default,53058.java,27,46,1,1,1
default,75286.java,27,46,default,44695.java,27,46,1,1,1
default,112972.java,27,46,default,44695.java,27,46,1,1,1
default,102796.java,27,46,default,44695.java,27,46,1,1,1
default,44695.java,27,46,default,115008.java,27,46,1,1,1
default,9805.java,27,46,default,44695.java,27,46,1,1,1
default,44695.java,27,46,default,50844.java,27,46,1,1,1
default,113078.java,27,46,default,44695.java,27,46,1,1,1
default,44695.java,27,46,default,80289.java,27,46,1,1,1
default,95809.java,27,46,default,44695.java,27,46,1,1,1
default,44695.java,27,46,default,56949.java,27,46,1,1,1
default,26599.java,27,46,default,44695.java,27,46,1,1,1
default,103511.java,27,46,default,44695.java,27,46,1,1,1
default,44695.java,27,46,default,14070.java,27,46,1,1,1
default,32032.java,27,46,default,44695.java,27,46,1,1,1
default,30970.java,27,46,default,44695.java,27,46,1,1,1
default,136373.java,27,46,default,44695.java,27,46,1,1,1
default,44695.java,27,46,default,132716.java,27,46,1,1,1
default,88616.java,27,46,default,44695.java,27,46,1,1,1
default,44695.java,27,46,default,128049.java,27,46,1,1,1
default,34597.java,27,46,default,44695.java,27,46,1,1,1
default,56674.java,27,46,default,133428.java,27,46,1,1,1
default,53920.java,27,46,default,133428.java,27,46,1,1,1
default,95679.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,123890.java,27,46,1,1,1
default,133428.java,27,46,default,36134.java,27,46,1,1,1
default,84365.java,27,46,default,133428.java,27,46,1,1,1
default,101871.java,27,46,default,133428.java,27,46,1,1,1
default,46089.java,27,46,default,133428.java,27,46,1,1,1
default,63225.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,12485.java,27,46,1,1,1
default,133428.java,27,46,default,82481.java,27,46,1,1,1
default,133428.java,27,46,default,47322.java,27,46,1,1,1
default,48067.java,27,46,default,133428.java,27,46,1,1,1
default,65489.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,25398.java,27,46,1,1,1
default,106370.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,116595.java,27,46,1,1,1
default,85308.java,27,46,default,133428.java,27,46,1,1,1
default,131657.java,27,46,default,133428.java,27,46,1,1,1
default,29717.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,131531.java,27,46,1,1,1
default,18314.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,41035.java,27,46,1,1,1
default,126732.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,118790.java,27,46,1,1,1
default,99202.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,100082.java,27,46,1,1,1
default,133428.java,27,46,default,23674.java,27,46,1,1,1
default,133428.java,27,46,default,89905.java,27,46,1,1,1
default,106736.java,27,46,default,133428.java,27,46,1,1,1
default,27359.java,27,46,default,133428.java,27,46,1,1,1
default,102678.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,31361.java,27,46,1,1,1
default,12233.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,37992.java,27,46,1,1,1
default,67750.java,27,46,default,133428.java,27,46,1,1,1
default,12772.java,27,46,default,133428.java,27,46,1,1,1
default,76107.java,27,46,default,133428.java,27,46,1,1,1
default,74387.java,27,46,default,133428.java,27,46,1,1,1
default,45930.java,27,46,default,133428.java,27,46,1,1,1
default,22724.java,27,46,default,133428.java,27,46,1,1,1
default,14424.java,27,46,default,133428.java,27,46,1,1,1
default,98925.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,111788.java,27,46,1,1,1
default,133428.java,27,46,default,32324.java,27,46,1,1,1
default,76005.java,27,46,default,133428.java,27,46,1,1,1
default,123302.java,27,46,default,133428.java,27,46,1,1,1
default,91191.java,27,46,default,133428.java,27,46,1,1,1
default,111151.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,65102.java,27,46,1,1,1
default,134599.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,25927.java,27,46,1,1,1
default,6564.java,27,46,default,133428.java,27,46,1,1,1
default,73183.java,27,46,default,133428.java,27,46,1,1,1
default,57225.java,27,46,default,133428.java,27,46,1,1,1
default,96545.java,27,46,default,133428.java,27,46,1,1,1
default,6000.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,44639.java,27,46,1,1,1
default,34342.java,27,46,default,133428.java,27,46,1,1,1
default,6930.java,27,46,default,133428.java,27,46,1,1,1
default,119518.java,27,46,default,133428.java,27,46,1,1,1
default,82382.java,27,46,default,133428.java,27,46,1,1,1
default,3658.java,27,46,default,133428.java,27,46,1,1,1
default,43033.java,27,46,default,133428.java,27,46,1,1,1
default,10551.java,27,46,default,133428.java,27,46,1,1,1
default,75240.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,28711.java,27,46,1,1,1
default,41145.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,78262.java,27,46,1,1,1
default,133428.java,27,46,default,109550.java,27,46,1,1,1
default,4689.java,27,46,default,133428.java,27,46,1,1,1
default,113632.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,95390.java,27,46,1,1,1
default,133428.java,27,46,default,6039.java,27,46,1,1,1
default,80183.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,53058.java,27,46,1,1,1
default,75286.java,27,46,default,133428.java,27,46,1,1,1
default,112972.java,27,46,default,133428.java,27,46,1,1,1
default,102796.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,115008.java,27,46,1,1,1
default,9805.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,50844.java,27,46,1,1,1
default,113078.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,80289.java,27,46,1,1,1
default,95809.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,56949.java,27,46,1,1,1
default,26599.java,27,46,default,133428.java,27,46,1,1,1
default,103511.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,14070.java,27,46,1,1,1
default,32032.java,27,46,default,133428.java,27,46,1,1,1
default,30970.java,27,46,default,133428.java,27,46,1,1,1
default,136373.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,132716.java,27,46,1,1,1
default,88616.java,27,46,default,133428.java,27,46,1,1,1
default,133428.java,27,46,default,128049.java,27,46,1,1,1
default,34597.java,27,46,default,133428.java,27,46,1,1,1
selected,1676100.java,297,315,selected,1552187.java,147,165,1,1,1
selected,1676100.java,297,315,selected,702108.java,45,63,1,1,1
default,78884.java,30,48,selected,1676100.java,297,315,1,1,1
selected,1676100.java,297,315,selected,926926.java,63,81,1,1,1
selected,1676100.java,297,315,selected,1234284.java,70,88,1,1,1
selected,1676100.java,297,315,selected,169032.java,187,205,1,1,1
selected,1676100.java,297,315,selected,138213.java,35,53,1,1,1
selected,1676100.java,297,315,selected,2364800.java,70,88,1,1,1
selected,1921449.java,65,83,selected,1676100.java,297,315,1,1,1
selected,1676100.java,297,315,selected,2556943.java,11,29,1,1,1
selected,2707124.java,28,51,selected,2575234.java,28,51,1,1,1
selected,1436558.java,190,211,selected,880474.java,604,625,1,1,1
selected,2668601.java,369,390,selected,880474.java,604,625,1,1,1
selected,356375.java,500,521,selected,880474.java,604,625,1,1,1
selected,372617.java,499,520,selected,880474.java,604,625,1,1,1
selected,1977358.java,112,134,selected,1976462.java,134,156,1,1,1
selected,927691.java,790,816,selected,2339370.java,791,817,1,1,1
selected,927691.java,790,816,selected,1607771.java,874,900,1,1,1
selected,927691.java,790,816,selected,1561076.java,946,972,1,1,1
selected,927691.java,790,816,selected,59218.java,768,794,1,1,1
selected,927691.java,790,816,selected,2626904.java,874,900,1,1,1
selected,927691.java,790,816,selected,2510322.java,790,816,1,1,1
selected,927691.java,790,816,selected,1876215.java,789,815,1,1,1
selected,927691.java,790,816,selected,375037.java,887,913,1,1,1
selected,927691.java,790,816,selected,2640664.java,789,815,1,1,1
default,85394.java,872,898,selected,927691.java,790,816,1,1,1
selected,927691.java,790,816,selected,2038811.java,874,900,1,1,1
selected,927691.java,790,816,selected,2554952.java,874,900,1,1,1
selected,927691.java,790,816,selected,1402632.java,874,900,1,1,1
selected,927691.java,790,816,selected,209298.java,840,866,1,1,1
selected,927691.java,790,816,selected,1098324.java,851,877,1,1,1
selected,927691.java,790,816,selected,593263.java,873,899,1,1,1
selected,927691.java,790,816,selected,2430560.java,874,900,1,1,1
selected,927691.java,790,816,selected,1139080.java,881,907,1,1,1
selected,927691.java,790,816,selected,1802351.java,874,900,1,1,1
selected,927691.java,790,816,selected,110490.java,874,900,1,1,1
selected,927691.java,790,816,selected,1103041.java,874,900,1,1,1
default,122954.java,872,898,selected,927691.java,790,816,1,1,1
selected,927691.java,790,816,selected,264272.java,790,816,1,1,1
selected,927691.java,790,816,selected,1882693.java,873,899,1,1,1
selected,927691.java,790,816,selected,753625.java,790,816,1,1,1
selected,1511595.java,870,896,selected,927691.java,790,816,1,1,1
selected,927691.java,790,816,selected,1560483.java,790,816,1,1,1
default,126904.java,872,898,selected,927691.java,790,816,1,1,1
selected,927691.java,790,816,selected,2215261.java,874,900,1,1,1
selected,927691.java,790,816,selected,183804.java,788,814,1,1,1
selected,927691.java,790,816,selected,2190287.java,873,899,1,1,1
selected,597475.java,874,900,selected,927691.java,790,816,1,1,1
selected,927691.java,790,816,selected,304936.java,871,897,1,1,1
selected,927691.java,790,816,selected,707943.java,873,899,1,1,1
selected,927691.java,790,816,selected,2481579.java,893,919,1,1,1
selected,927691.java,790,816,selected,1966020.java,894,920,1,1,1
selected,927691.java,790,816,selected,364540.java,871,897,1,1,1
selected,927691.java,790,816,selected,964253.java,874,900,1,1,1
selected,927691.java,790,816,selected,2365821.java,874,900,1,1,1
selected,1483221.java,872,898,selected,927691.java,790,816,1,1,1
selected,927691.java,790,816,selected,2599719.java,874,900,1,1,1
default,77069.java,872,898,selected,927691.java,790,816,1,1,1
selected,927691.java,790,816,selected,419020.java,939,965,1,1,1
selected,927691.java,790,816,selected,588446.java,875,901,1,1,1
selected,927691.java,790,816,selected,244622.java,873,899,1,1,1
selected,927691.java,790,816,selected,1931054.java,874,900,1,1,1
selected,927691.java,790,816,selected,1496807.java,884,910,1,1,1
default,16883.java,889,915,selected,927691.java,790,816,1,1,1
selected,927691.java,790,816,selected,2429982.java,872,898,1,1,1
selected,927691.java,790,816,selected,2229382.java,874,900,1,1,1
selected,927691.java,790,816,selected,2108660.java,959,985,1,1,1
selected,927691.java,790,816,selected,2348309.java,790,816,1,1,1
selected,2399205.java,74,150,selected,1210023.java,74,150,1,1,1
selected,1607771.java,874,900,selected,2339370.java,791,817,1,1,1
selected,2339370.java,791,817,selected,1561076.java,946,972,1,1,1
selected,2339370.java,791,817,selected,59218.java,768,794,1,1,1
selected,2626904.java,874,900,selected,2339370.java,791,817,1,1,1
selected,2339370.java,791,817,selected,2510322.java,790,816,1,1,1
selected,2339370.java,791,817,selected,1876215.java,789,815,1,1,1
selected,375037.java,887,913,selected,2339370.java,791,817,1,1,1
selected,2640664.java,789,815,selected,2339370.java,791,817,1,1,1
default,85394.java,872,898,selected,2339370.java,791,817,1,1,1
selected,2339370.java,791,817,selected,2038811.java,874,900,1,1,1
selected,2554952.java,874,900,selected,2339370.java,791,817,1,1,1
selected,2339370.java,791,817,selected,1402632.java,874,900,1,1,1
selected,209298.java,840,866,selected,2339370.java,791,817,1,1,1
selected,2339370.java,791,817,selected,1098324.java,851,877,1,1,1
selected,2339370.java,791,817,selected,593263.java,873,899,1,1,1
selected,2430560.java,874,900,selected,2339370.java,791,817,1,1,1
selected,2339370.java,791,817,selected,1139080.java,881,907,1,1,1
selected,2339370.java,791,817,selected,1802351.java,874,900,1,1,1
selected,2339370.java,791,817,selected,110490.java,874,900,1,1,1
selected,2339370.java,791,817,selected,1103041.java,874,900,1,1,1
default,122954.java,872,898,selected,2339370.java,791,817,1,1,1
selected,264272.java,790,816,selected,2339370.java,791,817,1,1,1
selected,1882693.java,873,899,selected,2339370.java,791,817,1,1,1
selected,2339370.java,791,817,selected,753625.java,790,816,1,1,1
selected,1511595.java,870,896,selected,2339370.java,791,817,1,1,1
selected,2339370.java,791,817,selected,1560483.java,790,816,1,1,1
default,126904.java,872,898,selected,2339370.java,791,817,1,1,1
selected,2215261.java,874,900,selected,2339370.java,791,817,1,1,1
selected,183804.java,788,814,selected,2339370.java,791,817,1,1,1
selected,2190287.java,873,899,selected,2339370.java,791,817,1,1,1
selected,597475.java,874,900,selected,2339370.java,791,817,1,1,1
selected,2339370.java,791,817,selected,304936.java,871,897,1,1,1
selected,707943.java,873,899,selected,2339370.java,791,817,1,1,1
selected,2339370.java,791,817,selected,2481579.java,893,919,1,1,1
selected,2339370.java,791,817,selected,1966020.java,894,920,1,1,1
selected,364540.java,871,897,selected,2339370.java,791,817,1,1,1
selected,964253.java,874,900,selected,2339370.java,791,817,1,1,1
selected,2339370.java,791,817,selected,2365821.java,874,900,1,1,1
selected,1483221.java,872,898,selected,2339370.java,791,817,1,1,1
selected,2599719.java,874,900,selected,2339370.java,791,817,1,1,1
default,77069.java,872,898,selected,2339370.java,791,817,1,1,1
selected,2339370.java,791,817,selected,419020.java,939,965,1,1,1
selected,2339370.java,791,817,selected,588446.java,875,901,1,1,1
selected,244622.java,873,899,selected,2339370.java,791,817,1,1,1
selected,2339370.java,791,817,selected,1931054.java,874,900,1,1,1
selected,1496807.java,884,910,selected,2339370.java,791,817,1,1,1
default,16883.java,889,915,selected,2339370.java,791,817,1,1,1
selected,2429982.java,872,898,selected,2339370.java,791,817,1,1,1
selected,2229382.java,874,900,selected,2339370.java,791,817,1,1,1
selected,2339370.java,791,817,selected,2108660.java,959,985,1,1,1
selected,2348309.java,790,816,selected,2339370.java,791,817,1,1,1
default,77532.java,167,247,default,37863.java,167,247,1,1,1
default,129277.java,167,247,default,37863.java,167,247,1,1,1
default,11235.java,167,247,default,37863.java,167,247,1,1,1
default,63465.java,167,247,default,37863.java,167,247,1,1,1
default,37863.java,167,247,default,6763.java,167,247,1,1,1
default,131341.java,167,247,default,37863.java,167,247,1,1,1
default,54249.java,167,247,default,37863.java,167,247,1,1,1
default,37863.java,167,247,selected,1693534.java,81,161,1,1,1
default,71774.java,167,247,default,37863.java,167,247,1,1,1
default,134888.java,167,247,default,37863.java,167,247,1,1,1
default,56674.java,27,46,default,53920.java,27,46,1,1,1
default,56674.java,27,46,default,95679.java,27,46,1,1,1
default,56674.java,27,46,default,123890.java,27,46,1,1,1
default,56674.java,27,46,default,36134.java,27,46,1,1,1
default,84365.java,27,46,default,56674.java,27,46,1,1,1
default,101871.java,27,46,default,56674.java,27,46,1,1,1
default,56674.java,27,46,default,46089.java,27,46,1,1,1
default,56674.java,27,46,default,63225.java,27,46,1,1,1
default,56674.java,27,46,default,12485.java,27,46,1,1,1
default,56674.java,27,46,default,82481.java,27,46,1,1,1
default,56674.java,27,46,default,47322.java,27,46,1,1,1
default,56674.java,27,46,default,48067.java,27,46,1,1,1
default,56674.java,27,46,default,65489.java,27,46,1,1,1
default,56674.java,27,46,default,25398.java,27,46,1,1,1
default,106370.java,27,46,default,56674.java,27,46,1,1,1
default,56674.java,27,46,default,116595.java,27,46,1,1,1
default,56674.java,27,46,default,85308.java,27,46,1,1,1
default,56674.java,27,46,default,131657.java,27,46,1,1,1
default,56674.java,27,46,default,29717.java,27,46,1,1,1
default,56674.java,27,46,default,131531.java,27,46,1,1,1
default,56674.java,27,46,default,18314.java,27,46,1,1,1
default,56674.java,27,46,default,41035.java,27,46,1,1,1
default,56674.java,27,46,default,126732.java,27,46,1,1,1
default,56674.java,27,46,default,118790.java,27,46,1,1,1
default,56674.java,27,46,default,99202.java,27,46,1,1,1
default,56674.java,27,46,default,100082.java,27,46,1,1,1
default,56674.java,27,46,default,23674.java,27,46,1,1,1
default,56674.java,27,46,default,89905.java,27,46,1,1,1
default,106736.java,27,46,default,56674.java,27,46,1,1,1
default,56674.java,27,46,default,27359.java,27,46,1,1,1
default,56674.java,27,46,default,102678.java,27,46,1,1,1
default,56674.java,27,46,default,31361.java,27,46,1,1,1
default,56674.java,27,46,default,12233.java,27,46,1,1,1
default,56674.java,27,46,default,37992.java,27,46,1,1,1
default,56674.java,27,46,default,67750.java,27,46,1,1,1
default,56674.java,27,46,default,12772.java,27,46,1,1,1
default,56674.java,27,46,default,76107.java,27,46,1,1,1
default,56674.java,27,46,default,74387.java,27,46,1,1,1
default,56674.java,27,46,default,45930.java,27,46,1,1,1
default,56674.java,27,46,default,22724.java,27,46,1,1,1
default,56674.java,27,46,default,14424.java,27,46,1,1,1
default,56674.java,27,46,default,98925.java,27,46,1,1,1
default,56674.java,27,46,default,111788.java,27,46,1,1,1
default,56674.java,27,46,default,32324.java,27,46,1,1,1
default,56674.java,27,46,default,76005.java,27,46,1,1,1
default,56674.java,27,46,default,123302.java,27,46,1,1,1
default,56674.java,27,46,default,91191.java,27,46,1,1,1
default,111151.java,27,46,default,56674.java,27,46,1,1,1
default,56674.java,27,46,default,65102.java,27,46,1,1,1
default,134599.java,27,46,default,56674.java,27,46,1,1,1
default,56674.java,27,46,default,25927.java,27,46,1,1,1
default,6564.java,27,46,default,56674.java,27,46,1,1,1
default,56674.java,27,46,default,73183.java,27,46,1,1,1
default,56674.java,27,46,default,57225.java,27,46,1,1,1
default,56674.java,27,46,default,96545.java,27,46,1,1,1
default,56674.java,27,46,default,6000.java,27,46,1,1,1
default,56674.java,27,46,default,44639.java,27,46,1,1,1
default,34342.java,27,46,default,56674.java,27,46,1,1,1
default,6930.java,27,46,default,56674.java,27,46,1,1,1
default,56674.java,27,46,default,119518.java,27,46,1,1,1
default,56674.java,27,46,default,82382.java,27,46,1,1,1
default,3658.java,27,46,default,56674.java,27,46,1,1,1
default,56674.java,27,46,default,43033.java,27,46,1,1,1
default,56674.java,27,46,default,10551.java,27,46,1,1,1
default,56674.java,27,46,default,75240.java,27,46,1,1,1
default,56674.java,27,46,default,28711.java,27,46,1,1,1
default,56674.java,27,46,default,41145.java,27,46,1,1,1
default,56674.java,27,46,default,78262.java,27,46,1,1,1
default,56674.java,27,46,default,109550.java,27,46,1,1,1
default,4689.java,27,46,default,56674.java,27,46,1,1,1
default,56674.java,27,46,default,113632.java,27,46,1,1,1
default,56674.java,27,46,default,95390.java,27,46,1,1,1
default,56674.java,27,46,default,6039.java,27,46,1,1,1
default,56674.java,27,46,default,80183.java,27,46,1,1,1
default,56674.java,27,46,default,53058.java,27,46,1,1,1
default,56674.java,27,46,default,75286.java,27,46,1,1,1
default,56674.java,27,46,default,112972.java,27,46,1,1,1
default,102796.java,27,46,default,56674.java,27,46,1,1,1
default,56674.java,27,46,default,115008.java,27,46,1,1,1
default,56674.java,27,46,default,9805.java,27,46,1,1,1
default,56674.java,27,46,default,50844.java,27,46,1,1,1
default,113078.java,27,46,default,56674.java,27,46,1,1,1
default,56674.java,27,46,default,80289.java,27,46,1,1,1
default,56674.java,27,46,default,95809.java,27,46,1,1,1
default,56674.java,27,46,default,56949.java,27,46,1,1,1
default,56674.java,27,46,default,26599.java,27,46,1,1,1
default,56674.java,27,46,default,103511.java,27,46,1,1,1
default,56674.java,27,46,default,14070.java,27,46,1,1,1
default,32032.java,27,46,default,56674.java,27,46,1,1,1
default,56674.java,27,46,default,30970.java,27,46,1,1,1
default,56674.java,27,46,default,136373.java,27,46,1,1,1
default,56674.java,27,46,default,132716.java,27,46,1,1,1
default,88616.java,27,46,default,56674.java,27,46,1,1,1
default,56674.java,27,46,default,128049.java,27,46,1,1,1
default,56674.java,27,46,default,34597.java,27,46,1,1,1
selected,199656.java,66,71,selected,204943.java,315,320,1,1,1
selected,199656.java,66,71,selected,672942.java,44,49,1,1,1
selected,566527.java,182,187,selected,199656.java,66,71,1,1,1
selected,199656.java,66,71,selected,282049.java,234,239,1,1,1
selected,199656.java,66,71,selected,1543094.java,607,612,1,1,1
selected,199656.java,66,71,selected,351740.java,195,200,1,1,1
selected,199656.java,66,71,selected,254249.java,42,47,1,1,1
selected,199656.java,66,71,selected,600525.java,223,228,1,1,1
selected,2284904.java,54,62,selected,2146131.java,56,64,1,1,1
selected,2306186.java,97,115,selected,495146.java,97,115,1,1,1
default,53920.java,27,46,default,95679.java,27,46,1,1,1
default,53920.java,27,46,default,123890.java,27,46,1,1,1
default,53920.java,27,46,default,36134.java,27,46,1,1,1
default,84365.java,27,46,default,53920.java,27,46,1,1,1
default,101871.java,27,46,default,53920.java,27,46,1,1,1
default,53920.java,27,46,default,46089.java,27,46,1,1,1
default,53920.java,27,46,default,63225.java,27,46,1,1,1
default,53920.java,27,46,default,12485.java,27,46,1,1,1
default,53920.java,27,46,default,82481.java,27,46,1,1,1
default,53920.java,27,46,default,47322.java,27,46,1,1,1
default,48067.java,27,46,default,53920.java,27,46,1,1,1
default,53920.java,27,46,default,65489.java,27,46,1,1,1
default,53920.java,27,46,default,25398.java,27,46,1,1,1
default,106370.java,27,46,default,53920.java,27,46,1,1,1
default,53920.java,27,46,default,116595.java,27,46,1,1,1
default,53920.java,27,46,default,85308.java,27,46,1,1,1
default,53920.java,27,46,default,131657.java,27,46,1,1,1
default,53920.java,27,46,default,29717.java,27,46,1,1,1
default,53920.java,27,46,default,131531.java,27,46,1,1,1
default,53920.java,27,46,default,18314.java,27,46,1,1,1
default,53920.java,27,46,default,41035.java,27,46,1,1,1
default,53920.java,27,46,default,126732.java,27,46,1,1,1
default,53920.java,27,46,default,118790.java,27,46,1,1,1
default,53920.java,27,46,default,99202.java,27,46,1,1,1
default,53920.java,27,46,default,100082.java,27,46,1,1,1
default,53920.java,27,46,default,23674.java,27,46,1,1,1
default,53920.java,27,46,default,89905.java,27,46,1,1,1
default,106736.java,27,46,default,53920.java,27,46,1,1,1
default,53920.java,27,46,default,27359.java,27,46,1,1,1
default,53920.java,27,46,default,102678.java,27,46,1,1,1
default,53920.java,27,46,default,31361.java,27,46,1,1,1
default,53920.java,27,46,default,12233.java,27,46,1,1,1
default,53920.java,27,46,default,37992.java,27,46,1,1,1
default,53920.java,27,46,default,67750.java,27,46,1,1,1
default,53920.java,27,46,default,12772.java,27,46,1,1,1
default,76107.java,27,46,default,53920.java,27,46,1,1,1
default,74387.java,27,46,default,53920.java,27,46,1,1,1
default,53920.java,27,46,default,45930.java,27,46,1,1,1
default,53920.java,27,46,default,22724.java,27,46,1,1,1
default,53920.java,27,46,default,14424.java,27,46,1,1,1
default,53920.java,27,46,default,98925.java,27,46,1,1,1
default,53920.java,27,46,default,111788.java,27,46,1,1,1
default,53920.java,27,46,default,32324.java,27,46,1,1,1
default,76005.java,27,46,default,53920.java,27,46,1,1,1
default,53920.java,27,46,default,123302.java,27,46,1,1,1
